timestep,Bin_x,Bin_y,Bin_z,B_in_mag,Bout_x,Bout_y,Bout_z,B_out_mag,Bam_x,Bam_y,Bam_z,Bam_mag
1055.9375,-1.0217,0.997,1.7377,2.2489,-0.9762,1.1546,1.689,2.2669,-1.0568,0.984,1.6158,2.167
1056,-0.8921,1.0226,1.7395,2.2062,-0.9038,1.0268,1.6263,2.1251,-0.9952,0.9639,1.6468,2.152
1056.0625,-0.8696,0.9287,1.6964,2.1205,-0.8703,0.9643,1.7526,2.1815,-1,0.9137,1.616,2.1087
1056.125,-0.9421,0.8898,1.6593,2.1054,-0.8485,1.0839,1.6594,2.156,-0.9919,0.8984,1.6185,2.1001
1056.1875,-0.974,0.9766,1.7475,2.2263,-0.9093,1.027,1.7285,2.2067,-1.0274,0.9702,1.6124,2.144
1056.25,-0.8869,0.9942,1.6813,2.1452,-0.8366,1.0511,1.6675,2.1413,-1.0023,0.9317,1.565,2.079
1056.3125,-0.9487,0.8638,1.683,2.1163,-0.8742,1.0646,1.7288,2.2106,-0.9993,0.9003,1.6299,2.1133
1056.375,-0.9758,0.8969,1.6833,2.1425,-0.8774,0.9647,1.7848,2.2105,-1.0253,0.8296,1.7084,2.1583
1056.4375,-0.9292,0.8979,1.6904,2.1277,-1.0352,0.9908,1.85,2.3401,-1.0095,0.9076,1.6754,2.1564
1056.5,-0.9516,1.0231,1.7992,2.2781,-0.9362,0.9144,1.8268,2.2472,-1.0361,0.9323,1.6857,2.1873
1056.5625,-0.9945,1.0905,1.7559,2.2937,-1.0256,1.0238,1.7295,2.2564,-1.0293,0.9127,1.6709,2.1644
1056.625,-0.9234,1.0556,1.8377,2.3117,-0.9359,1.0984,1.7842,2.2947,-1.0177,0.9679,1.6664,2.1793
1056.6875,-1.003,1.0191,1.7974,2.2968,-0.9629,1.0055,1.7893,2.2671,-1.0235,0.9372,1.7007,2.1951
1056.75,-0.9815,0.95,1.6936,2.1758,-0.9184,1.0004,1.6856,2.1646,-1.0503,0.9029,1.6119,2.1252
1056.8125,-1.0521,1.0269,1.5972,2.1708,-1.089,1.036,1.5239,2.1404,-1.0985,0.9104,1.5573,2.112
1056.875,-1.0952,0.9664,1.6561,2.2082,-0.9858,1.0186,1.6195,2.1522,-1.1087,0.9268,1.5526,2.121
1056.9375,-1.0448,0.927,1.7258,2.2202,-1.0683,1.0486,1.6868,2.2553,-1.126,0.9368,1.6112,2.1775
1057,-0.9806,1.015,1.7119,2.2186,-0.9641,1.0136,1.7569,2.2458,-1.063,0.9372,1.6699,2.1902
1057.0625,-0.999,0.9277,1.565,2.0756,-0.9787,1.0509,1.7672,2.2771,-1.0441,0.9158,1.6245,2.1372
1057.125,-1.0472,0.9949,1.635,2.1817,-1.0243,0.9623,1.7456,2.2411,-1.0826,0.9145,1.586,2.1269
1057.1875,-0.9896,1.0392,1.6022,2.1509,-0.8428,0.932,1.7562,2.1594,-1.0347,0.9215,1.6141,2.1272
1057.25,-1.0506,1.0522,1.7919,2.3285,-0.9859,0.9731,1.7555,2.2363,-1.0772,0.9147,1.718,2.2245
1057.3125,-0.9672,0.9077,1.693,2.1507,-0.9791,0.9109,1.8208,2.2591,-1.0625,0.8617,1.6527,2.1454
1057.375,-0.9868,1.0251,1.6352,2.1676,-0.9338,0.9843,1.7404,2.2067,-1.0385,0.8844,1.5687,2.0788
1057.4375,-0.9689,0.9403,1.6426,2.1262,-1.1223,1.165,1.5967,2.2729,-1.1141,0.9456,1.5946,2.1629
1057.5,-0.9946,0.9822,1.7121,2.2103,-0.9523,0.9175,1.7511,2.1943,-1.0758,0.9039,1.6475,2.1653
1057.5625,-0.9243,0.8572,1.728,2.1389,-0.9306,0.9758,1.8313,2.2741,-1.0279,0.8779,1.6768,2.1538
1057.625,-1.0361,1.0344,1.6467,2.2034,-1.0238,0.9662,1.692,2.201,-1.0643,0.9508,1.6572,2.187
1057.6875,-0.949,0.9571,1.6838,2.1568,-0.9129,1.114,1.7525,2.2684,-1.0485,0.9449,1.6487,2.1703
1057.75,-1.0018,1.0041,1.8529,2.3334,-0.9558,1.0008,1.7812,2.2556,-1.0239,0.917,1.6916,2.1796
1057.8125,-1.0696,1.0091,1.6553,2.2141,-0.862,1.071,1.8389,2.2961,-1.0469,0.9486,1.6679,2.1858
1057.875,-1.072,0.917,1.5375,2.0866,-1.0664,1.0891,1.7056,2.2875,-1.1145,0.9317,1.6284,2.1822
1057.9375,-0.9931,1.1113,1.6726,2.2403,-0.9487,1.0169,1.7652,2.2472,-1.0617,0.9633,1.6307,2.1712
1058,-1.0257,0.9925,1.7018,2.2211,-0.9135,0.9513,1.803,2.2339,-1.0199,0.9158,1.6736,2.1634
1058.0625,-0.9863,1.0481,1.6444,2.1852,-1.0184,1.087,1.776,2.318,-1.0596,0.9332,1.6817,2.1958
1058.125,-1.0061,0.9491,1.7185,2.206,-1.0173,0.9851,1.7477,2.2494,-1.0883,0.9183,1.7123,2.227
1058.1875,-1.0279,0.9725,1.8351,2.3173,-1.0148,1.0189,1.7753,2.2846,-1.105,0.8793,1.7092,2.2171
1058.25,-0.9805,0.927,1.6445,2.1273,-1.0009,0.9122,1.7177,2.1873,-1.0434,0.8819,1.6475,2.1403
1058.3125,-1.0744,0.9175,1.7616,2.2581,-1.0011,1.0151,1.6791,2.2027,-1.0767,0.9047,1.6104,2.138
1058.375,-1.1273,0.9541,1.6239,2.195,-1.0932,0.8823,1.7515,2.2453,-1.1438,0.8778,1.6365,2.181
1058.4375,-0.9758,0.9828,1.6777,2.1755,-1.0416,1.0609,1.7898,2.3268,-1.1218,1.0146,1.6788,2.2597
1058.5,-1.0379,1.2081,1.7488,2.3654,-0.9407,1.1818,1.7906,2.3426,-1.0637,1.0638,1.6666,2.2451
1058.5625,-1.0324,1.0248,1.722,2.2542,-0.9352,0.9736,1.7151,2.1827,-1.1066,0.8902,1.6235,2.157
1058.625,-1.0806,0.9195,1.6959,2.2112,-1.1194,0.9845,1.7718,2.3156,-1.1403,0.8931,1.6037,2.161
1058.6875,-0.9728,0.9764,1.6658,2.162,-1.0779,0.9932,1.7039,2.2476,-1.0884,0.9102,1.5905,2.1314
1058.75,-0.9825,1.1113,1.7446,2.2899,-0.9707,1.0985,1.732,2.2691,-1.0535,1.0085,1.6514,2.2032
1058.8125,-0.9718,0.9946,1.7122,2.2057,-0.992,1.1155,1.7715,2.3166,-1.0573,0.9988,1.6675,2.2127
1058.875,-0.9932,1.0982,1.675,2.2356,-0.9042,1.1601,1.6812,2.2338,-1.0928,0.9939,1.613,2.1872
1058.9375,-1.034,1.0916,1.7171,2.2824,-0.9875,1.2004,1.7008,2.3041,-1.0879,0.9796,1.6696,2.2205
1059,-0.996,0.9769,1.7965,2.2746,-0.9359,0.9793,1.8294,2.2763,-1.0938,0.9341,1.6556,2.1931
1059.0625,-1.1528,1.1364,1.7635,2.3938,-1.0852,1.1083,1.6382,2.256,-1.1644,0.9717,1.6456,2.2378
1059.125,-1.1103,1.1021,1.7537,2.3501,-1.1006,1.0614,1.8077,2.3676,-1.1216,1.0203,1.6381,2.2321
1059.1875,-1.0316,1.0621,1.5881,2.1712,-1.0007,1.1333,1.6627,2.2473,-1.1404,0.9699,1.582,2.1781
1059.25,-1.0736,1.0551,1.6028,2.1988,-1.0024,1.0609,1.679,2.2247,-1.1133,0.9564,1.5593,2.1414
1059.3125,-1.1714,1.059,1.6244,2.2655,-1.0299,1.1223,1.6908,2.2758,-1.1871,1.03,1.5736,2.2241
1059.375,-1.243,1.0519,1.6186,2.296,-1.0817,1.1283,1.7955,2.3805,-1.2017,1.0197,1.5789,2.2309
1059.4375,-1.0694,0.9865,1.7497,2.2756,-1.0123,1.1468,1.8121,2.3714,-1.1705,0.9457,1.6796,2.2551
1059.5,-1.2026,0.912,1.6837,2.2612,-1.1428,0.9908,1.7771,2.3336,-1.1776,0.9432,1.6526,2.2378
1059.5625,-1.0496,1.1626,1.7142,2.322,-1.0692,1.0769,1.7138,2.2892,-1.155,0.9696,1.5886,2.1904
1059.625,-1.106,1.0268,1.6884,2.2646,-1.0466,1.0494,1.722,2.272,-1.1645,0.9743,1.5986,2.2047
1059.6875,-1.0506,1.1206,1.673,2.2712,-0.8945,1.1417,1.6313,2.1829,-1.1431,1.0308,1.581,2.2065
1059.75,-1.0406,0.9794,1.5964,2.1426,-1.0007,1.0876,1.7363,2.2802,-1.1593,0.9949,1.5882,2.2037
1059.8125,-1.0552,1.0298,1.715,2.2617,-1.0513,1.1075,1.6769,2.268,-1.1108,0.9565,1.6249,2.1885
1059.875,-1.0007,1.0199,1.7232,2.2385,-0.9576,1.0555,1.6827,2.2051,-1.0502,0.9826,1.6907,2.2197
1059.9375,-1.1567,1.0432,1.7891,2.3721,-1.0494,1.0727,1.7747,2.3241,-1.1331,1.0043,1.6643,2.25
1060,-1.0581,1.014,1.7063,2.2493,-1.1,1.1761,1.6638,2.3155,-1.1311,1.0046,1.6025,2.2037
1060.0625,-1.0572,1.0628,1.6912,2.26,-1.0334,1.1668,1.7127,2.3157,-1.0924,1.004,1.5726,2.162
1060.125,-1.0968,1.0712,1.6631,2.2619,-0.9532,1.1287,1.7227,2.2694,-1.1054,1.01,1.6283,2.2121
1060.1875,-1.0554,0.9845,1.6497,2.192,-1.1113,0.9935,1.7471,2.2966,-1.12,0.9331,1.5805,2.1502
1060.25,-1.0104,0.9783,1.6531,2.1704,-0.8866,1.1257,1.7613,2.2706,-1.0615,0.9875,1.5938,2.1545
1060.3125,-0.9925,1.0811,1.5887,2.1629,-0.9782,1.1958,1.678,2.281,-1.1064,1.0857,1.5742,2.2093
1060.375,-0.9897,0.9599,1.6801,2.1734,-0.9603,1.083,1.7544,2.2744,-1.0686,0.966,1.6091,2.1597
1060.4375,-1.0334,1.0147,1.6737,2.2133,-0.9594,1.0861,1.785,2.2992,-1.0702,0.95,1.662,2.1932
1060.5,-1.0374,1.1605,1.6351,2.2575,-0.9925,1.15,1.7234,2.2974,-1.1055,1.0438,1.579,2.192
1060.5625,-0.9782,1.0255,1.6651,2.1866,-0.9759,1.1894,1.6624,2.2651,-1.0982,0.9888,1.5723,2.1578
1060.625,-1.0405,1.082,1.5818,2.1807,-0.9889,1.0001,1.6685,2.1822,-1.1112,0.9723,1.6067,2.1821
1060.6875,-1.0719,1.0146,1.8046,2.3313,-1.0697,1.0639,1.8243,2.3673,-1.1178,0.9876,1.6871,2.2519
1060.75,-1.0246,1.0773,1.6767,2.2409,-1.0387,1.0452,1.6376,2.203,-1.1075,0.9811,1.5935,2.1745
1060.8125,-0.963,0.9574,1.6374,2.1272,-0.9198,1.1402,1.6072,2.1747,-1.1054,0.9646,1.5428,2.129
1060.875,-1.0846,1.0518,1.8061,2.3547,-0.9653,1.0919,1.7403,2.27,-1.1062,0.9828,1.6467,2.2139
1060.9375,-1.1081,1.1316,1.816,2.4097,-1.0667,1.1049,1.7451,2.3246,-1.1393,1.0418,1.6761,2.2788
1061,-1.0925,1.034,1.5657,2.1712,-1.0541,1.1528,1.7115,2.3172,-1.1667,0.9944,1.6127,2.2251
1061.0625,-1.2161,0.9903,1.6446,2.2725,-1.047,1.0461,1.7001,2.2541,-1.1464,0.9908,1.5574,2.1728
1061.125,-1.091,1.0868,1.6191,2.2345,-1.027,1.2706,1.6759,2.3404,-1.1398,1.0435,1.5835,2.2126
1061.1875,-1.1848,1.1108,1.6303,2.3012,-1.0233,1.1762,1.7244,2.3247,-1.1357,1.0557,1.6061,2.2324
1061.25,-1.184,1.1231,1.611,2.2931,-1.0768,1.0783,1.6166,2.2216,-1.1657,1.0696,1.5853,2.2397
1061.3125,-1.1835,1.1431,1.6576,2.3356,-1.0733,1.2772,1.6889,2.3739,-1.1775,1.0974,1.5846,2.2587
1061.375,-1.2015,1.122,1.5505,2.2598,-1.1222,1.1697,1.7231,2.3657,-1.2117,1.0772,1.5495,2.2427
1061.4375,-1.2609,1.0834,1.6085,2.3132,-1.0743,1.0715,1.6428,2.2363,-1.2196,1.014,1.5654,2.2284
1061.5,-1.1121,1.0788,1.5681,2.2044,-1.1606,1.1886,1.4836,2.2273,-1.176,1.0446,1.4732,2.1551
1061.5625,-1.0028,1.0382,1.479,2.0666,-1.0709,1.0424,1.6263,2.2086,-1.1381,1.0284,1.4767,2.1292
1061.625,-1.1401,0.9927,1.586,2.191,-1.045,1.0372,1.6245,2.1925,-1.1744,0.9985,1.5133,2.1601
1061.6875,-1.0212,1.0967,1.5881,2.1835,-0.9748,1.0633,1.6905,2.2223,-1.1235,1.058,1.5685,2.2004
1061.75,-1.1045,1.0751,1.6096,2.2286,-1.1122,1.1427,1.6221,2.2747,-1.113,1.0098,1.5652,2.1699
1061.8125,-1.2057,1.0411,1.6364,2.2837,-1.0066,1.0785,1.689,2.2426,-1.1389,1.0381,1.5283,2.1704
1061.875,-1.0773,1.0716,1.5723,2.1866,-0.9256,1.2162,1.6135,2.2224,-1.136,1.0426,1.5363,2.1766
1061.9375,-1.0747,0.9711,1.5299,2.1068,-0.9883,1.0967,1.5133,2.1142,-1.1296,0.9999,1.4876,2.1187
1062,-1.0979,1.0369,1.4277,2.0781,-1.1323,1.0476,1.601,2.2232,-1.1632,0.9838,1.4664,2.1145
1062.0625,-1.1074,0.9816,1.6222,2.1957,-1.087,1.1019,1.6292,2.2472,-1.2027,1.0098,1.5206,2.1859
1062.125,-1.116,1.2032,1.6847,2.3519,-1.0202,1.1416,1.6858,2.2773,-1.1517,1.0667,1.6132,2.2509
1062.1875,-1.1788,1.0799,1.5255,2.2097,-1.1015,1.1644,1.6809,2.3226,-1.1706,1.009,1.5267,2.1723
1062.25,-1.0366,1.0425,1.6558,2.2142,-1.045,1.1148,1.6804,2.2713,-1.1734,0.9518,1.5508,2.1651
1062.3125,-1.1112,1.1935,1.7356,2.3815,-1.0477,1.1795,1.6988,2.3184,-1.1805,1.075,1.5743,2.2422
1062.375,-1.2085,1.2124,1.4228,2.2259,-1.142,1.2655,1.5567,2.3084,-1.2449,1.1321,1.4175,2.2002
1062.4375,-1.124,1.0356,1.6447,2.2452,-1.1896,1.1371,1.5623,2.2691,-1.2221,1.0497,1.5164,2.2124
1062.5,-1.0188,1.041,1.667,2.2137,-1.0303,1.211,1.6529,2.2935,-1.1895,1.037,1.5482,2.2107
1062.5625,-1.1772,1.0822,1.5439,2.2228,-1.1197,1.1546,1.529,2.2191,-1.1451,1.0613,1.5288,2.1852
1062.625,-1.0494,1.1919,1.609,2.2607,-1.0337,1.1461,1.5275,2.1714,-1.1474,1.1308,1.5293,2.2212
1062.6875,-1.0693,1.0576,1.5873,2.1866,-0.9921,1.1135,1.5911,2.1807,-1.1469,1.0753,1.5192,2.1862
1062.75,-1.1156,1.0479,1.5242,2.16,-1.1228,1.0439,1.5805,2.2019,-1.163,1.0336,1.5206,2.1756
1062.8125,-1.1444,1.0969,1.5261,2.2004,-1.0389,1.1277,1.6386,2.2441,-1.1788,1.048,1.5089,2.1828
1062.875,-1.0622,1.142,1.6012,2.2352,-1.1551,1.2516,1.6186,2.3496,-1.2052,1.1257,1.5053,2.2329
1062.9375,-1.0072,1.1988,1.6271,2.258,-1.0747,1.2237,1.5613,2.2561,-1.1681,1.0965,1.5424,2.2239
1063,-1.0682,1.1685,1.6133,2.2604,-1.0783,1.1761,1.6054,2.2635,-1.1503,1.086,1.5958,2.247
1063.0625,-1.1439,1.0508,1.5655,2.2053,-1.1405,1.2571,1.7354,2.4274,-1.2242,1.0878,1.5865,2.2801
1063.125,-1.1215,1.1276,1.5751,2.2383,-1.1742,1.1905,1.6535,2.3516,-1.2306,1.0935,1.5479,2.2597
1063.1875,-1.1842,1.1948,1.611,2.3292,-1.1771,1.2554,1.6773,2.4031,-1.2233,1.1252,1.5458,2.2698
1063.25,-1.1591,1.0479,1.6624,2.2814,-1.1197,1.125,1.7172,2.3384,-1.2297,0.9911,1.5895,2.2407
1063.3125,-1.2202,1.0445,1.6732,2.3193,-1.0875,1.143,1.6776,2.3028,-1.1992,0.9918,1.6274,2.2517
1063.375,-1.1453,1.1485,1.6793,2.3347,-1.119,1.0821,1.7558,2.3464,-1.2363,1.0217,1.5814,2.2524
1063.4375,-1.2553,1.2347,1.6533,2.4153,-1.1057,1.1655,1.7492,2.375,-1.2129,1.0825,1.6062,2.2854
1063.5,-1.1469,1.1641,1.6755,2.3405,-1.0458,1.1246,1.6835,2.2788,-1.1701,1.0993,1.5711,2.2463
1063.5625,-1.2166,1.1366,1.6088,2.3152,-1.0972,1.1319,1.8046,2.3961,-1.1936,1.0629,1.566,2.2376
1063.625,-1.1081,1.1715,1.6315,2.2939,-1.0742,1.1763,1.6997,2.3295,-1.1594,1.0723,1.6151,2.2589
1063.6875,-1.1739,1.0441,1.6471,2.2762,-1.0413,1.1879,1.6544,2.2875,-1.1377,1.0635,1.5615,2.2053
1063.75,-1.1457,1.0692,1.7218,2.3282,-1.0197,1.0274,1.7634,2.2814,-1.1271,1.017,1.6234,2.2227
1063.8125,-1.0601,1.0643,1.6685,2.2451,-0.953,1.1028,1.754,2.2806,-1.0874,1.0436,1.64,2.2274
1063.875,-1.0716,0.9918,1.7133,2.2511,-0.966,1.1114,1.7103,2.2568,-1.1316,1.0312,1.6436,2.2462
1063.9375,-1.1769,1.1211,1.6538,2.3189,-1.098,1.1072,1.725,2.3253,-1.1642,1.0279,1.6725,2.2823
1064,-1.1055,1.188,1.6005,2.2793,-1.0288,1.2096,1.6875,2.3172,-1.1267,1.1012,1.5581,2.2158
1064.0625,-1.0814,1.0842,1.6256,2.2333,-0.9854,1.3061,1.7067,2.3642,-1.1317,1.088,1.5828,2.2293
1064.125,-1.0751,1.1751,1.6259,2.276,-0.9831,1.2314,1.732,2.3415,-1.1327,1.1115,1.6308,2.2755
1064.1875,-1.0434,1.2241,1.6282,2.2887,-0.9653,1.0876,1.6271,2.1822,-1.1057,1.1144,1.5081,2.1769
1064.25,-1.0488,1.1817,1.577,2.2323,-1.012,1.1613,1.4936,2.1456,-1.1419,1.1497,1.5232,2.224
1064.3125,-1.203,1.0987,1.6213,2.2984,-0.9646,1.2727,1.7213,2.348,-1.1535,1.0979,1.5997,2.2572
1064.375,-1.1526,1.1941,1.7131,2.3852,-0.9531,1.2198,1.6693,2.2766,-1.1303,1.0847,1.588,2.2306
1064.4375,-1.204,1.147,1.6605,2.35,-1.0388,1.2142,1.6419,2.2911,-1.1307,1.0944,1.5337,2.1974
1064.5,-0.9093,1.1368,1.5468,2.1241,-0.9445,1.187,1.6505,2.2417,-1.0833,1.1002,1.5369,2.1786
1064.5625,-1.0294,1.2298,1.659,2.3074,-0.9456,1.2777,1.6818,2.3141,-1.0986,1.121,1.5826,2.2289
1064.625,-1.1135,1.1629,1.6222,2.2856,-1.0899,1.1994,1.7373,2.3758,-1.1586,1.0948,1.5478,2.2219
1064.6875,-1.1611,1.2472,1.634,2.3609,-1.1224,1.2271,1.5432,2.2687,-1.1815,1.0881,1.5404,2.2255
1064.75,-1.09,1.0884,1.6629,2.2667,-1.0643,1.1325,1.7055,2.3073,-1.1605,1.0115,1.5782,2.2047
1064.8125,-1.1385,1.0964,1.5338,2.2024,-0.9816,1.2564,1.5632,2.2329,-1.1554,1.0754,1.5284,2.1972
1064.875,-1.1831,1.1417,1.6444,2.3253,-1.0682,1.2782,1.6268,2.3284,-1.1499,1.1288,1.5776,2.2551
1064.9375,-1.0105,1.0967,1.6702,2.2391,-1.0222,1.2456,1.6959,2.3393,-1.136,1.0722,1.6173,2.2485
1065,-1.2558,1.1813,1.5657,2.3289,-1.0746,1.2035,1.5278,2.222,-1.1536,1.0864,1.5133,2.1911
1065.0625,-1.1638,1.2133,1.5325,2.2749,-0.9736,1.2252,1.7082,2.3166,-1.1962,1.0682,1.5602,2.2374
1065.125,-1.0916,1.2046,1.6065,2.2855,-1.0713,1.1106,1.6932,2.2909,-1.1312,1.132,1.5864,2.2533
1065.1875,-1.0833,1.2103,1.5766,2.2636,-1.0314,1.3117,1.6839,2.3706,-1.1593,1.1579,1.5956,2.2871
1065.25,-1.1365,1.1941,1.661,2.3401,-1.0251,1.2499,1.7243,2.3635,-1.113,1.111,1.6135,2.2531
1065.3125,-1.0288,1.1491,1.537,2.1774,-1.0634,1.1976,1.4997,2.1941,-1.1032,1.1572,1.4696,2.1716
1065.375,-1.1051,1.2098,1.6304,2.3115,-1.0836,1.1512,1.6298,2.2706,-1.1385,1.1413,1.5171,2.2137
1065.4375,-1.1837,1.233,1.6648,2.386,-1.051,1.234,1.6983,2.3477,-1.1521,1.1279,1.5864,2.2619
1065.5,-1.1805,1.2058,1.6939,2.391,-1.0158,1.2263,1.7031,2.3315,-1.162,1.1325,1.582,2.2661
1065.5625,-0.963,1.183,1.6445,2.243,-0.9885,1.2091,1.7237,2.326,-1.0641,1.0702,1.6532,2.2384
1065.625,-1.0987,1.273,1.7286,2.4116,-0.9909,1.2279,1.7401,2.3489,-1.1162,1.1267,1.6187,2.2662
1065.6875,-1.2149,1.0757,1.6297,2.2998,-1.1424,1.2055,1.7435,2.408,-1.1819,1.0575,1.5916,2.2469
1065.75,-0.9959,1.0713,1.6733,2.2225,-0.8991,1.1907,1.6464,2.2219,-1.0747,1.0535,1.5873,2.1873
1065.8125,-1.0144,1.2212,1.6715,2.3053,-0.9597,1.2161,1.6819,2.2866,-1.009,1.1067,1.5559,2.1596
1065.875,-1.0707,1.2035,1.6814,2.3285,-0.9475,1.2638,1.7426,2.3519,-1.0539,1.1622,1.6276,2.2606
1065.9375,-0.9491,1.1965,1.6353,2.2375,-0.9199,1.1477,1.7531,2.2884,-1.069,1.1198,1.6081,2.2322
1066,-1.0905,1.0931,1.6215,2.239,-0.966,1.0905,1.6444,2.1968,-1.1394,1.0583,1.5148,2.171
1066.0625,-1.0399,1.1322,1.4605,2.1204,-1.041,1.1812,1.6746,2.2986,-1.1494,1.0744,1.4959,2.171
1066.125,-1.0358,1.1747,1.5897,2.2316,-1.0845,1.1598,1.7034,2.3287,-1.0977,1.0663,1.5545,2.1814
1066.1875,-1.0188,1.178,1.5736,2.2141,-0.9415,1.2538,1.7427,2.3443,-1.0341,1.1293,1.5824,2.202
1066.25,-0.9262,1.1234,1.6328,2.1877,-0.9189,1.1239,1.6073,2.1659,-1.0563,1.1246,1.5569,2.1919
1066.3125,-0.9841,1.1998,1.7172,2.3144,-0.9898,1.1856,1.7694,2.3486,-1.0591,1.0988,1.6253,2.2295
1066.375,-0.9623,1.1871,1.6294,2.2339,-0.9062,1.1889,1.6718,2.2427,-1.0104,1.1176,1.5845,2.1864
1066.4375,-0.9841,1.1102,1.7565,2.2992,-0.9032,1.2228,1.6751,2.262,-1.0631,1.084,1.6135,2.2156
1066.5,-1.038,1.1214,1.536,2.1666,-1.0999,1.2207,1.6544,2.3317,-1.1009,1.1122,1.5409,2.1963
1066.5625,-1.0099,1.0662,1.5701,2.1498,-1.0617,1.2673,1.7565,2.4122,-1.1492,1.069,1.6341,2.2658
1066.625,-1.0367,1.1661,1.7851,2.3709,-1.0334,1.1452,1.8411,2.4019,-1.1617,1.064,1.7338,2.3426
1066.6875,-1.1602,1.1331,1.6624,2.3224,-1.1324,1.22,1.6686,2.3569,-1.1536,1.0423,1.6466,2.2646
1066.75,-1.1391,1.0372,1.702,2.2956,-1.0669,1.2088,1.7605,2.3872,-1.1573,1.0069,1.6156,2.2279
1066.8125,-1.0704,1.0681,1.651,2.2388,-1.1359,1.17,1.7431,2.387,-1.1423,1.031,1.6409,2.2495
1066.875,-1.1758,1.0593,1.5672,2.2273,-1.0966,1.0932,1.6685,2.2763,-1.1805,1.0206,1.5102,2.1716
1066.9375,-1.0782,1.0853,1.595,2.21,-1.0945,1.1044,1.7235,2.3212,-1.1217,1.0358,1.5573,2.1809
1067,-1.131,1.0034,1.6723,2.2545,-1.1367,1.1043,1.697,2.322,-1.1583,1.0146,1.5865,2.2109
1067.0625,-1.1345,1.0386,1.6052,2.2232,-1.0495,1.1233,1.5903,2.2118,-1.1818,0.9737,1.5355,2.1685
1067.125,-1.0985,1.1186,1.6174,2.2526,-1.0863,1.2019,1.6246,2.2944,-1.1413,1.0528,1.5449,2.1903
1067.1875,-1.1881,1.1544,1.5361,2.2592,-1.1885,1.1497,1.4893,2.2254,-1.2476,1.0523,1.4672,2.1946
1067.25,-1.1996,0.9931,1.4946,2.1586,-1.2529,1.1429,1.6538,2.3688,-1.2523,1.0454,1.4838,2.2052
1067.3125,-1.248,1.0253,1.6321,2.2962,-1.1986,1.0838,1.5554,2.2429,-1.2512,1.001,1.5521,2.2308
1067.375,-1.1612,0.9882,1.6705,2.2618,-1.1799,1.0664,1.5584,2.2267,-1.2164,0.9843,1.6003,2.2382
1067.4375,-1.2004,1.0371,1.6198,2.2672,-1.2254,1.1557,1.7314,2.4156,-1.2551,1.0281,1.547,2.2418
1067.5,-1.176,1.0737,1.6373,2.284,-1.0789,1.174,1.5397,2.2166,-1.2645,1.0288,1.5042,2.2181
1067.5625,-1.246,1.1488,1.5434,2.2923,-1.1593,1.088,1.6493,2.2909,-1.2605,1.0352,1.5427,2.2451
1067.625,-1.3456,1.0418,1.603,2.3379,-1.2318,1.0953,1.7021,2.3694,-1.31,1.0021,1.5405,2.2568
1067.6875,-1.1942,1.0112,1.5292,2.188,-1.1494,1.117,1.6007,2.2652,-1.2559,1.0039,1.4825,2.187
1067.75,-1.147,1.0429,1.4956,2.1541,-1.0729,1.0963,1.6262,2.2355,-1.2307,0.9891,1.5316,2.1997
1067.8125,-1.1435,1.1758,1.6209,2.3059,-1.1469,1.1043,1.6062,2.2616,-1.2806,1.0467,1.541,2.2605
1067.875,-1.205,1.0776,1.6054,2.2783,-1.0782,1.1332,1.6973,2.3081,-1.2336,1.0202,1.5712,2.2431
1067.9375,-1.2037,0.9638,1.5751,2.2043,-1.107,1.0386,1.7003,2.2793,-1.2344,0.9836,1.5932,2.2427
1068,-1.2619,1.1596,1.6777,2.3983,-1.1579,1.0922,1.7361,2.3553,-1.2646,0.9976,1.6252,2.2882
1068.0625,-1.3335,1.02,1.6318,2.3413,-1.098,1.1441,1.6607,2.2962,-1.2596,0.9923,1.5603,2.2373
1068.125,-1.0689,1.0631,1.6192,2.2124,-1.0275,1.0854,1.5875,2.1804,-1.1699,1.0099,1.5496,2.1886
1068.1875,-1.0903,1.0019,1.725,2.2733,-1.0782,1.1001,1.7389,2.323,-1.2175,0.9952,1.6101,2.2506
1068.25,-1.2082,1.0652,1.6194,2.2841,-1.1384,1.0489,1.7046,2.3025,-1.2297,0.9618,1.5668,2.2118
1068.3125,-1.1961,1.016,1.6571,2.2823,-1.0633,1.0285,1.5799,2.1644,-1.2216,0.9753,1.5128,2.1753
1068.375,-1.1932,1.0772,1.6394,2.296,-1.2189,1.0612,1.6558,2.3138,-1.2631,0.9605,1.5766,2.2369
1068.4375,-1.2315,1.0091,1.701,2.3298,-1.2129,1.0819,1.7352,2.3776,-1.2995,0.9651,1.6077,2.2814
1068.5,-1.2334,1.1029,1.6525,2.3384,-1.0423,1.0994,1.7829,2.3396,-1.2839,0.9839,1.6122,2.2837
1068.5625,-1.1957,1.0551,1.63,2.2803,-1.1238,1.1027,1.5847,2.2339,-1.2472,0.9774,1.5211,2.1965
1068.625,-1.0688,1.0429,1.5443,2.1482,-1.1664,1.2069,1.6793,2.3743,-1.216,0.9887,1.5501,2.2043
1068.6875,-1.2655,1.0003,1.5753,2.2547,-1.1209,1.1695,1.64,2.3052,-1.2379,0.9779,1.5957,2.2439
1068.75,-1.2482,1.04,1.5483,2.2443,-1.0728,1.0546,1.5539,2.1628,-1.2656,0.9727,1.5549,2.2284
1068.8125,-1.2064,1.0769,1.6593,2.317,-1.2201,1.0254,1.6422,2.2884,-1.2566,0.9846,1.583,2.2481
