seed,boom_length,rmse_ica,rmse_mssa,rmse_ness,rmse_picog,rmse_sheinker,rmse_ream,rmse_ubss,rmse_waicup,rmse_b1,rmse_b2,corr_ica,corr_mssa,corr_ness,corr_picog,corr_sheinker,corr_ream,corr_ubss,corr_waicup,corr_b1,corr_b2,snr_ica,snr_mssa,snr_ness,snr_picog,snr_sheinker,snr_ream,snr_ubss,snr_waicup,snr_b1,snr_b2
6,350,[25.47218444 48.80493858 14.1861002 ],[1.86069227 3.959062   0.9668989 ],[0.96069473 0.19144972 0.40351557],[25.86653814 73.27654489 58.1906802 ],[124.88192845 103.91445037  11.77407478],[0.50385144 0.20756765 0.42799812],[0.30544478 0.13299673 0.45511568],[3.82222088 9.08505533 2.54224322],[0.50385144 0.20756765 0.42799812],[1.88686237 1.12859656 1.96011859],[0.99445335 0.97652431 0.97295292],[0.99997117 0.99984576 0.99986282],[0.99999268 0.9999997  0.99997915],[0.99432542 0.95125194 0.72227033],[0.90882908 0.91660829 0.9802655 ],[0.99999794 0.99999964 0.99997543],[0.99999922 0.99999986 0.99997128],[0.99988712 0.99922395 0.99911299],[0.99999794 0.99999964 0.99997543],[0.99997208 0.99998818 0.99943341],[19.51809716 13.28019009 12.25573612],[42.24592988 35.09761945 35.58537524],[47.98771283 61.40837077 43.17579071],[ 1.93846548e+01  9.75016583e+00 -4.07209072e-03],[ 5.70942904  6.7159466  13.87446079],[53.5933709  60.70627207 42.66415944],[57.94076682 64.57264637 42.13056062],[35.99310535 27.88291397 27.18865465],[53.5933709  60.70627207 42.66415944],[42.12461649 45.99869106 29.44734965]
6,340,[25.47220725 48.80209274 14.18742169],[1.87522229 4.01801648 0.97533665],[1.02240761 0.20274137 0.43474106],[25.55157774 76.09266216 58.3362695 ],[124.87351773 100.19763747  12.81499806],[0.53491184 0.22283941 0.45696752],[0.3118351  0.14283076 0.47989307],[3.83314542 9.12741843 2.57407911],[0.53491184 0.22283941 0.45696752],[1.9733601  1.21168849 2.07923127],[0.99445309 0.97652767 0.97294464],[0.99997081 0.99984117 0.99986044],[0.99999172 0.99999966 0.99997579],[0.99446666 0.94789214 0.72192454],[0.90883087 0.9212619  0.97676946],[0.99999768 0.99999959 0.99997198],[0.99999918 0.99999984 0.99996796],[0.99988646 0.99921676 0.99908853],[0.99999768 0.99999959 0.99997198],[0.99996947 0.99998634 0.99936248],[19.51808938 13.28069658 12.25492703],[42.17836585 34.96923122 35.50990572],[47.44693954 60.91061816 42.5283834 ],[19.49106654  9.42260993 -0.02577648],[ 5.71001405  7.03231587 13.13862569],[53.07377675 60.08962534 42.09528988],[57.76092104 63.9530305  41.67010705],[35.96831506 27.84250629 27.08055879],[53.07377675 60.08962534 42.09528988],[41.73529411 45.38164587 28.93494061]
6,330,[25.35668765 44.8320205  12.7588473 ],[1.92487692 4.14435805 0.9159523 ],[1.08812636 0.21516062 0.46903881],[25.2036016  79.03269402 58.5196475 ],[124.8225259  96.3983403  13.8642309],[0.56861639 0.23966838 0.48855236],[0.32380935 0.31848994 0.55619404],[3.84443444 9.17405031 2.60607656],[0.56861639 0.23966838 0.48855236],[2.06512375 1.30347852 2.20796076],[0.99451511 0.98034609 0.97643483],[0.99996929 0.99983104 0.99987707],[0.99999062 0.99999962 0.99997181],[0.99462009 0.94431813 0.72129714],[0.90887324 0.92598553 0.97299495],[0.99999738 0.99999952 0.99996796],[0.99999912 0.99999905 0.99995688],[0.99988578 0.99920877 0.99906397],[0.99999738 0.99999952 0.99996796],[0.99996657 0.99998414 0.99928117],[19.55757055 14.01769926 13.17676779],[41.95136165 34.70032011 36.05553943],[46.90583433 60.39420967 41.86882092],[19.61016885  9.09332978 -0.05303744],[ 5.71356164  7.36807437 12.45508093],[52.5430335  59.45725068 41.51477422],[57.43363317 56.98755123 40.38847002],[35.9427718  27.79824315 26.97325317],[52.5430335  59.45725068 41.51477422],[41.34049935 44.74738791 28.41316957]
6,320,[25.3563941  44.82653238 12.75841941],[1.96001794 4.25265546 0.97133285],[1.15814789 0.22885014 0.50677655],[24.82242588 82.0831556  58.74512723],[124.72177871  92.52113578  14.92166655],[0.60525938 0.25825869 0.52304331],[0.35351758 0.16814747 0.53634174],[3.85615916 9.2251562  2.63736502],[0.60525938 0.25825869 0.52304331],[2.16255484 1.40512604 2.34723115],[0.99451493 0.98035144 0.97643603],[0.99996824 0.99982212 0.99986167],[0.99998938 0.99999957 0.99996708],[0.99478508 0.94054171 0.72035169],[0.90896313 0.93076135 0.9689471 ],[0.99999703 0.99999945 0.99996327],[0.99999895 0.99999978 0.99995992],[0.99988509 0.99919993 0.99903988],[0.99999703 0.99999945 0.99996327],[0.99996335 0.99998151 0.99918775],[19.55767111 14.01876261 13.17705909],[41.79422003 34.47626153 35.5456351 ],[46.36414055 59.8584417  41.1966663 ],[19.74253652  8.76438462 -0.08644039],[ 5.72057505  7.72464639 11.81664997],[52.00059037 58.80836662 40.9222436 ],[56.67120071 62.5356586  40.70416463],[35.91632195 27.74999094 26.86959174],[52.00059037 58.80836662 40.9222436 ],[40.94007839 44.09515987 27.8818794 ]
6,310,[25.356101   44.81680444 12.75789317],[1.93884312 4.061934   0.92119113],[1.23280016 0.24397502 0.54837366],[24.40990131 85.2272794  59.01705418],[124.56280619  88.57138894  15.98727915],[0.64517652 0.27884715 0.56076843],[0.32973599 0.39138223 0.575026  ],[3.86840787 9.28092038 2.66739155],[0.64517652 0.27884715 0.56076843],[2.26609259 1.51797357 2.49806149],[0.99451474 0.98036058 0.9764375 ],[0.9999691  0.9998378  0.99987574],[0.99998798 0.99999952 0.99996145],[0.9949601  0.93658082 0.71905136],[0.90910877 0.93556891 0.96463168],[0.99999663 0.99999935 0.99995776],[0.99999907 0.99999857 0.99995436],[0.99988436 0.99919018 0.99901662],[0.99999663 0.99999935 0.99995776],[0.99995977 0.99997835 0.99908019],[19.55777151 14.02064776 13.17741736],[41.88856757 34.87480825 36.00600163],[45.82156735 59.30255837 40.51146493],[19.8881005   8.437893   -0.12655398],[ 5.7316533   8.1035964  11.21750542],[51.44584985 58.14214115 40.31732553],[57.2760939  55.19744336 40.09924697],[35.8887758  27.69764456 26.77126115],[51.44584985 58.14214115 40.31732553],[40.53386794 43.42418128 27.34093409]
7,600,[25.32586088 50.4226408  12.8153993 ],[18.1034714   3.09463216  0.96393599],[0.06480038 0.25066129 0.09062944],[12.92836308 29.73628776 63.67766681],[354.13331732 252.42009102  49.52630824],[0.12011444 0.04772744 0.39128453],[0.66034977 0.10913552 0.1755802 ],[7.27174979 7.63894607 3.39718618],[0.12011444 0.04772744 0.39128453],[1.21591193 0.18597676 1.84300403],[0.99452834 0.97515415 0.97633844],[0.99718295 0.99990558 0.99987545],[0.99999997 0.9999995  0.99999924],[0.99890971 0.99189059 0.77377582],[0.4507604  0.47065253 0.73842139],[0.99999992 0.99999998 0.99998006],[0.99999752 0.99999992 0.99999636],[0.9995745  0.99947202 0.99870537],[0.99999992 0.99999998 0.99998006],[0.99999148 0.99999976 0.9995251 ],[19.56813663 12.99695375 13.13835374],[22.48418376 37.23728482 35.61203266],[71.40787049 59.0677202  56.14761097],[25.40855016 17.58373048 -0.78674626],[-3.34391478 -0.99301288  1.39627746],[66.04751684 73.47410231 43.44314303],[51.2439404  66.29014308 50.40348578],[30.40664243 29.38879662 24.67060961],[66.04751684 73.47410231 43.44314303],[45.94137855 61.660292   29.98247087]
7,590,[25.32389114 50.42196962 12.8173105 ],[14.40662534  3.09477793  0.97362228],[0.06835238 0.33483223 0.09695985],[13.06013844 29.39004888 63.42507259],[353.8556368  252.72079382  49.01702702],[0.12564749 0.0493571  0.40954757],[0.69054639 0.1139236  0.18027173],[7.26512913 7.75433562 3.40537577],[0.12564749 0.0493571  0.40954757],[1.2717197  0.1950093  1.91040693],[0.99452893 0.97515512 0.9763351 ],[0.9982171  0.99990557 0.99987362],[0.99999996 0.99999912 0.99999912],[0.99888127 0.99215347 0.7742231 ],[0.45130318 0.47758102 0.74237023],[0.99999991 0.99999998 0.99997817],[0.99999729 0.99999991 0.9999962 ],[0.99957506 0.99945414 0.99870082],[0.99999991 0.99999998 0.99997817],[0.99999068 0.99999973 0.99948933],[19.56881221 12.99706937 13.13705848],[24.46817573 37.23687568 35.52518653],[70.94434794 56.55292046 55.56115778],[25.32046536 17.68545933 -0.75222287],[-3.33710139 -1.00335404  1.48605725],[65.6563448  73.18247197 43.0469096 ],[50.8555638  65.91719133 50.17444399],[30.41455421 29.25857362 24.64969576],[65.6563448  73.18247197 43.0469096 ],[45.55159301 61.24835907 29.67047888]
7,580,[25.41618105 44.12501938 14.22363131],[14.40612754  3.09494105  0.98402888],[0.07215476 0.48560443 0.1040303 ],[13.19654357 29.07751796 63.16438628],[353.57207651 252.7394588   48.47552395],[0.13152301 0.05107634 0.42896328],[0.72253616 0.11912402 0.18677034],[7.25820551 7.86939285 3.41398491],[0.13152301 0.05107634 0.42896328],[1.3308482  0.20482995 1.98099226],[0.99447721 0.98074147 0.97299717],[0.99821717 0.99990556 0.99987162],[0.99999996 0.99999814 0.99999897],[0.99885147 0.99239967 0.77467964],[0.45185743 0.48526082 0.74656921],[0.9999999  0.99999998 0.99997608],[0.99999703 0.9999999  0.99999596],[0.99957565 0.99943604 0.99869603],[0.9999999  0.99999998 0.99997608],[0.99998978 0.9999997  0.99945044],[19.53721506 14.15576732 12.23278686],[24.46847587 37.23641787 35.43283969],[70.47412177 53.32381274 54.94979975],[25.23021705 17.77831885 -0.71644903],[-3.33013821 -1.00399552  1.58254635],[65.25938638 72.88507031 42.64459416],[50.46222926 65.52947847 49.86683824],[30.42283575 29.13064098 24.62776463],[65.25938638 72.88507031 42.64459416],[45.15685055 60.82159622 29.355341  ]
7,570,[25.41412834 44.12551193 14.22658177],[14.40566163  3.09512397  1.00150351],[0.07622922 0.8304518  0.11194238],[13.33768991 28.80260397 62.89517521],[353.2823037  252.48292912  47.89922773],[0.13776765 0.05289427 0.44962383],[0.75644874 0.12478103 0.15009603],[7.25096768 7.98355147 3.42303779],[0.13776765 0.05289427 0.44962383],[1.39353706 0.21551459 2.05493976],[0.99447784 0.98074123 0.97299284],[0.99821724 0.99990556 0.99986759],[0.99999995 0.99999459 0.9999988 ],[0.99882024 0.992628   0.77514542],[0.45242376 0.49359533 0.75103744],[0.99999989 0.99999998 0.99997375],[0.99999674 0.99999989 0.99999795],[0.99957627 0.99941783 0.99869098],[0.99999989 0.99999998 0.99997375],[0.9999888  0.99999967 0.99940814],[19.5379166  14.15567036 12.2309853 ],[24.46875678 37.23590452 35.27994705],[69.99699092 48.66317687 54.31310614],[25.13780865 17.86083044 -0.67935004],[-3.3230167  -0.9951749   1.68642636],[64.85647621 72.58129218 42.23601013],[50.06383092 65.12649402 51.76561238],[30.43150158 29.00554291 24.6047627 ],[64.85647621 72.58129218 42.23601013],[44.7570505  60.37993177 29.0370147 ]
7,560,[25.41201605 44.12603687 14.2297548 ],[14.40155693  3.09532953  1.06427558],[0.08059977 2.39340876 0.1208128 ],[13.48369206 28.56951107 62.61697703],[352.98595229 251.9594241   47.2853144 ],[0.14441055 0.05482154 0.47163031],[0.79242413 0.13094018 0.19745516],[7.24340486 8.09630124 3.43255993],[0.14441055 0.05482154 0.47163031],[1.46004593 0.22714591 2.13244062],[0.99447849 0.98074096 0.972988  ],[0.99821822 0.99990555 0.99985029],[0.99999995 0.99995542 0.99999858],[0.9987875  0.99283714 0.77562035],[0.45300282 0.50249144 0.75579565],[0.99999988 0.99999998 0.99997115],[0.99999642 0.99999988 0.99999564],[0.99957691 0.99939959 0.99868565],[0.99999988 0.99999998 0.99997115],[0.9999877  0.99999962 0.99936208],[19.53863855 14.15556703 12.22904825],[24.47123206 37.23532768 34.75191461],[69.5127454  39.46912798 53.65073747],[25.04324446 17.93140934 -0.64084536],[-3.31572747 -0.97714664  1.79847097],[64.44744224 72.27044067 41.8209624 ],[49.66026718 64.70800697 49.38362664],[30.44056577 28.88373233 24.58063401],[64.44744224 72.27044067 41.8209624 ],[44.35209063 59.92336698 28.71545765]
7,550,[25.4098426  44.12660143 14.23315986],[14.40700562  3.09556102  1.01306576],[0.08529288 3.29951628 0.13077599],[13.6346682  28.38273125 62.32929737],[352.68261881 251.17818223  46.63067799],[0.15148366 0.05687057 0.4950938 ],[0.22216567 0.13765725 0.15928098],[7.235507   8.20718645 3.44257824],[0.15148366 0.05687057 0.4950938 ],[1.53065632 0.23981401 2.21369832],[0.99447916 0.98074068 0.97298264],[0.99821682 0.99990554 0.99986664],[0.99999994 0.99991388 0.99999831],[0.99875316 0.99302564 0.77610428],[0.45359532 0.51186103 0.7608663 ],[0.99999987 0.99999998 0.99996824],[0.99999961 0.99999987 0.99999755],[0.99957759 0.99938141 0.99868003],[0.99999987 0.99999998 0.99996824],[0.99998647 0.99999958 0.99931189],[19.53938148 14.1554559  12.22697004],[24.46794646 37.23467813 35.18024384],[69.02116585 36.68046    52.96243654],[24.9465295  17.9883818  -0.60084804],[-3.30826017 -0.95017276  1.91956199],[64.03210546 71.95171419 41.39924686],[60.70588195 64.27348348 51.24971839],[30.45004161 28.76557951 24.5553202 ],[64.03210546 71.95171419 41.39924686],[43.9418672  59.45197456 28.39062787]
7,540,[25.40760683 44.12721782 14.23680599],[14.40648764  3.09582226  1.02396554],[0.09033788 1.03977264 0.14198715],[13.79074046 28.24702947 62.03160748],[352.37185788 250.1490917   45.93189735],[0.15902195 0.05905595 0.52013651],[0.17002474 0.14499005 0.15123615],[7.2272651  8.31580344 3.45312103],[0.15902195 0.05905595 0.52013651],[1.60567369 0.25361708 2.29892943],[0.99447984 0.98074036 0.97297675],[0.99821692 0.99990553 0.99986475],[0.99999993 0.99999153 0.99999798],[0.99871713 0.9931919  0.77659697],[0.45420206 0.52162229 0.76627368],[0.99999986 0.99999997 0.99996499],[0.99999977 0.99999985 0.99999793],[0.99957829 0.99936337 0.9986741 ],[0.99999986 0.99999997 0.99996499],[0.99998511 0.99999952 0.99925715],[19.54014576 14.15533457 12.22474525],[24.46825875 37.23394514 35.08728974],[68.52202295 46.71069778 52.24801554],[24.84766927 18.03000984 -0.55926413],[-3.30060335 -0.91451311  2.05070887],[63.61027951 71.62419254 40.97064984],[63.02917858 63.82270131 51.69988417],[30.45994127 28.65138119 24.52876059],[63.61027951 71.62419254 40.97064984],[43.52627514 58.96589558 28.06248378]
7,530,[25.40531257 44.12790945 14.24071135],[14.40619791  3.0961177   1.03090162],[0.09576729 0.6404591  0.15462611],[13.95203548 28.16742073 61.72334164],[352.053177   248.88231893  45.18519846],[0.16706387 0.06139488 0.54689311],[0.13666475 0.15300357 0.17734611],[7.21867159 8.42179765 3.46421802],[0.16706387 0.06139488 0.54689311],[1.68542968 0.26866218 2.38836453],[0.99448054 0.98073998 0.97297029],[0.99821696 0.99990551 0.99986416],[0.99999992 0.9999968  0.99999757],[0.99867933 0.99333415 0.77709806],[0.45482392 0.53170062 0.77204404],[0.99999984 0.99999997 0.99996134],[0.99999984 0.99999983 0.99999706],[0.99957903 0.99934554 0.99866785],[0.99999984 0.99999997 0.99996134],[0.99998359 0.99999946 0.9991974 ],[19.54093012 14.15519843 12.22236291],[24.46843344 37.23311626 35.02865211],[68.01507693 50.9196375  51.50733971],[24.74666953 18.05452388 -0.51599202],[-3.29274438 -0.87041539  2.1930727 ],[63.1817704  71.28682211 40.53494752],[64.92629058 63.35543435 50.31656323],[30.47027529 28.54136946 24.50089225],[63.1817704  71.28682211 40.53494752],[43.10520822 58.46533493 27.73098431]
7,520,[25.4029803  44.12872377 14.24492965],[14.40603868  3.09645253  1.03910407],[0.10161719 0.47504552 0.16890186],[14.11868501 28.14913949 61.40389446],[351.72603061 247.38794374  44.3864118 ],[0.17565165 0.06390771 0.57551224],[0.15080307 0.1617686  0.19037768],[7.20972082 8.52486012 3.47590035],[0.17565165 0.06390771 0.57551224],[1.77028458 0.28506605 2.4822492 ],[0.99448125 0.98073951 0.97296304],[0.99821699 0.9999055  0.99986328],[0.99999992 0.99999824 0.99999705],[0.99863963 0.99345042 0.77760709],[0.45546186 0.54202937 0.77820565],[0.99999983 0.99999997 0.99995724],[0.99999985 0.99999981 0.99999661],[0.99957981 0.99932799 0.99866124],[0.99999983 0.99999997 0.99995724],[0.99998188 0.99999938 0.99913212],[19.54172754 14.15503815 12.21979041],[24.46852944 37.23217698 34.9598157 ],[67.50007695 53.51476094 50.74030797],[24.64353599 18.06016304 -0.47092175],[-3.28466925 -0.81810512  2.34799582],[62.74637608 70.93840072 40.09190534],[64.07121745 62.8715808  49.70067616],[30.48105201 28.43572027 24.47165023],[62.74637608 70.93840072 40.09190534],[42.67855923 57.95055552 27.396089  ]
7,510,[25.40065351 44.12976166 14.24955884],[14.40599639  3.09683279  1.05659989],[0.10792773 0.3852376  0.18505817],[14.29082673 28.19760238 61.07261818],[351.38981342 245.67560736  43.53092395],[0.18483182 0.06661855 0.60615817],[0.23373772 0.17136785 0.22979648],[7.20040966 8.62472386 3.48820049],[0.18483182 0.06661855 0.60615817],[1.86063007 0.30295609 2.58084502],[0.99448194 0.98073887 0.97295464],[0.99821699 0.99990548 0.99985966],[0.9999999  0.99999885 0.99999641],[0.99859793 0.99353853 0.77812343],[0.45611696 0.55255022 0.78478877],[0.99999981 0.99999997 0.99995262],[0.99999969 0.99999979 0.99999469],[0.99958061 0.99931078 0.99865427],[0.99999981 0.99999997 0.99995262],[0.99997998 0.9999993  0.99906074],[19.54252317 14.15483386 12.21696821],[24.46855494 37.23111036 34.81478535],[66.9767605  55.33489202 49.94683144],[24.5382739  18.04522186 -0.42393419],[-3.27636238 -0.75777527  2.51703888],[62.30388612 70.57756264 39.6412773 ],[60.26484487 62.37087855 48.06612908],[30.49227685 28.33456152 24.4409678 ],[62.30388612 70.57756264 39.6412773 ],[42.24622028 57.42187165 27.05775807]
7,500,[25.39837417 44.13122782 14.25466757],[14.40615009  3.09726557  1.06738944],[0.11474358 0.32932525 0.2033805 ],[14.46860515 28.31836641 60.72881981],[351.04385272 243.75417677  42.61362267],[0.19465564 0.06955607 0.63901281],[0.25541652 0.1818867  0.24447786],[7.19073822 8.72115973 3.50115219],[0.19465564 0.06955607 0.63901281],[1.95689218 0.32247139 2.68443075],[0.9944826  0.98073789 0.97294481],[0.99821696 0.99990546 0.9998582 ],[0.99999989 0.99999916 0.99999559],[0.9985541  0.99359603 0.77864627],[0.45679041 0.56321351 0.79182568],[0.99999979 0.99999996 0.99994741],[0.99999961 0.99999976 0.99999409],[0.99958146 0.99929399 0.99864691],[0.99999979 0.99999996 0.99994741],[0.99997785 0.9999992  0.99898263],[19.54330263 14.15454529 12.21385471],[24.46846227 37.22989661 34.72653857],[66.44485281 56.69696484 49.12681026],[24.43088768 18.00810157 -0.37490024],[-3.26780647 -0.68957582  2.70202746],[61.8540813  70.20276481 39.18280526],[59.49444116 61.85344649 47.5282057 ],[30.5039514  28.23798068 24.40877681],[61.8540813  70.20276481 39.18280526],[41.80808303 56.87964162 26.71595249]
7,490,[25.39614936 44.13352983 14.26019511],[14.40637076  3.09775912  1.08186731],[0.12211464 0.29154464 0.22420452],[14.65217281 28.51708582 60.37175843],[350.6873996  241.6314265   41.62883453],[0.2051797  0.07275444 0.67427789],[0.26077681 0.19341921 0.28408082],[7.1807107  8.81397212 3.51479029],[0.2051797  0.07275444 0.67427789],[2.05953461 0.3437639  2.79330349],[0.99448322 0.98073623 0.97293381],[0.99821693 0.99990544 0.9998557 ],[0.99999988 0.99999934 0.99999456],[0.99850801 0.99362021 0.77917455],[0.45748355 0.57397828 0.79935047],[0.99999976 0.99999996 0.99994153],[0.99999959 0.99999972 0.9999894 ],[0.99958233 0.99927765 0.99863913],[0.99999976 0.99999996 0.99994153],[0.99997545 0.99999908 0.99889707],[19.54406352 14.15409222 12.21048723],[24.46832922 37.2285126  34.60951665],[65.90406607 57.75536414 48.28010926],[24.32138033 17.94736265 -0.32367993],[-3.25898226 -0.61360286  2.90511154],[61.39673322 69.81227547 38.71621817],[59.31404176 61.3194735  46.22415844],[30.51607237 28.14603205 24.37500824],[61.39673322 69.81227547 38.71621817],[41.3640391  56.32426008 26.3706341 ]
7,480,[25.29548354 50.40174218 13.41719399],[14.40501657  3.09832316  1.10222015],[0.13009665 0.26462162 0.24792663],[14.8416917  28.79947167 60.00064258],[350.31961887 239.31373654  40.57025421],[0.21646658 0.0762544  0.71217753],[0.28714439 0.2060702  0.37036348],[7.17033651 8.90299413 3.52915055],[0.21646658 0.0762544  0.71217753],[2.16906231 0.36699974 2.90778002],[0.99453773 0.97517989 0.97502757],[0.99821731 0.99990542 0.99985143],[0.99999986 0.99999946 0.99999325],[0.9984595  0.993608   0.77970697],[0.45819785 0.58481227 0.80739876],[0.99999974 0.99999996 0.99993486],[0.99999948 0.99999968 0.99998096],[0.99958325 0.99926183 0.99863092],[0.99999974 0.99999996 0.99993486],[0.99997276 0.99999894 0.99880326],[19.57856126 13.00055453 12.73976261],[24.46914573 37.22693123 34.44762966],[65.35409885 58.59695895 47.40653309],[24.20975285 17.86177509 -0.27012144],[-3.24986822 -0.52988705  3.12884201],[60.93160387 69.40416682 38.24123122],[58.47741416 60.76916155 43.92043354],[30.52863022 28.05874376 24.33959288],[60.93160387 69.40416682 38.24123122],[40.91398042 55.75615031 26.02176563]
7,470,[25.39095299 44.13490348 13.16837223],[14.40573624  3.09896906  1.11928795],[0.13875201 0.2447382  0.27501716],[15.03733507 29.17125902 59.6146281 ],[349.93957762 236.80580261  39.43086433],[0.22858556 0.08010462 0.75296117],[0.28076178 0.21995775 0.26103833],[7.15963155 8.9880825  3.54426928],[0.22858556 0.08010462 0.75296117],[2.28602545 0.39236065 3.02819818],[0.99448482 0.98073561 0.97638015],[0.9982172  0.99990539 0.99984824],[0.99999984 0.99999954 0.99999158],[0.9984084  0.99355593 0.78024187],[0.45893498 0.59569183 0.81600714],[0.99999971 0.99999995 0.99992729],[0.99999947 0.99999963 0.99999301],[0.9995842  0.99924656 0.99862225],[0.99999971 0.99999995 0.99992729],[0.99996974 0.99999878 0.99870034],[19.54584094 14.15382188 12.9023547 ],[24.4687118  37.22512071 34.31416002],[64.79463528 59.27543032 46.50580072],[24.09600343 17.75036203 -0.2140602 ],[-3.24044029 -0.4383813   3.37627065],[60.45844522 68.97631374 37.75754501],[58.67266116 60.20268027 46.95891097],[30.54160751 27.9761245  24.30246239],[60.45844522 68.97631374 37.75754501],[40.45779975 55.17575666 25.66931071]
7,460,[25.28918009 50.41166041 13.16652206],[14.40673646  3.09971019  1.13199804],[0.14815074 0.22970176 0.30603694],[15.23928958 29.63818689 59.21281666],[349.54623189 234.11035311  38.20284479],[0.24161345 0.08436324 0.79690693],[0.30408558 0.23521192 0.28257809],[7.14861981 9.06911197 3.5601828 ],[0.24161345 0.08436324 0.79690693],[2.41102374 0.42004556 3.15491843],[0.99453971 0.97517078 0.97640488],[0.99821705 0.99990535 0.99984675],[0.99999982 0.9999996  0.99998942],[0.99835455 0.99346011 0.78077717],[0.45969678 0.60660182 0.8252123 ],[0.99999967 0.99999995 0.99991867],[0.99999941 0.99999958 0.9999929 ],[0.99958518 0.9992319  0.9986131 ],[0.99999967 0.99999995 0.99991867],[0.99996633 0.99999858 0.9985873 ],[19.58072599 12.99884546 12.90357516],[24.46810874 37.22304369 34.2160831 ],[64.22534431 59.82617903 45.57751943],[23.98012654 17.61243285 -0.15531782],[-3.23067152 -0.3389469   3.6510825 ],[59.97699881 68.52640075 37.26484454],[57.9795045  59.62027898 46.27022685],[30.55497697 27.89817022 24.26355063],[59.97699881 68.52640075 37.26484454],[39.99539125 54.58353755 25.31323388]
7,450,[25.28589078 50.39757166 13.41961614],[14.4081161   3.10056229  1.15919104],[0.15837153 0.21816799 0.34165826],[15.44775808 30.20599586 58.79425528],[349.13841145 231.22786499  36.8774705 ],[0.25563557 0.08909971 0.84432552],[0.35239125 0.25197883 0.315508  ],[7.13733526 9.14596933 3.57692672],[0.25563557 0.08909971 0.84432552],[2.54471117 0.4502724  3.28832552],[0.99454076 0.97518566 0.97505826],[0.99821683 0.99990532 0.99984068],[0.9999998  0.99999964 0.99998664],[0.99829773 0.9933161  0.78131029],[0.46048534 0.6175355  0.83504965],[0.99999963 0.99999994 0.99990884],[0.99999926 0.99999951 0.99999117],[0.9995862  0.99921788 0.99860345],[0.99999963 0.99999994 0.99990884],[0.99996247 0.99999836 0.99846305],[19.58185582 13.00127328 12.73819472],[24.46727699 37.22065628 34.00989629],[63.64587898 60.27364506 44.62115809],[23.86211178 17.44760233 -0.09370129],[-3.22053166 -0.23133788  3.9577741 ],[59.48699532 68.05193974 36.76279825],[56.6989187  59.02218427 45.31278913],[30.56869902 27.82487069 24.22279573],[59.48699532 68.05193974 36.76279825],[39.52665106 53.97995897 24.95350053]
7,440,[25.28243626 50.39419454 13.41381815],[14.40980291  3.10154392  1.18262072],[0.16950295 0.20927253 0.38269156],[15.66296297 30.88044736 58.35793773],[348.71480222 228.15626909  35.44499646],[0.27074681 0.09439701 0.89556474],[0.3477988  0.27041377 0.41950813],[7.12582423 9.21854685 3.59453469],[0.27074681 0.09439701 0.89556474],[2.68780119 0.48328002 3.4288303 ],[0.9945419  0.97518966 0.97510131],[0.99821658 0.99990527 0.99983547],[0.99999977 0.99999967 0.99998302],[0.99823772 0.99311887 0.78183804],[0.46130299 0.6284945  0.84555126],[0.99999959 0.99999993 0.9998976 ],[0.99999919 0.99999943 0.99997817],[0.99958724 0.99920455 0.99859328],[0.99999959 0.99999993 0.9998976 ],[0.99995812 0.9999981  0.99832635],[19.58304255 13.00185534 12.7419483 ],[24.46626016 37.21790679 33.83608689],[63.05587553 60.63522118 43.6360189 ],[23.74194255 17.25579384 -0.02900214],[-3.20998668 -0.11518263  4.30189784],[58.98815414 67.55030043 36.25105688],[56.81285938 58.40888942 42.838189  ],[30.58271887 27.75621616 24.18014301],[58.98815414 67.55030043 36.25105688],[39.05147815 53.36548875 24.59007675]
7,430,[25.37761177 44.13460057 13.19375313],[14.40826254  3.10267694  1.20788528],[0.18164499 0.2024417  0.43011984],[15.8851505  31.66736768 57.90280848],[348.27392585 224.8906336   33.89452966],[0.28705287 0.10035419 0.95101466],[0.39486214 0.2906929  0.49366784],[7.11414812 9.28673512 3.61303656],[0.28705287 0.10035419 0.95101466],[2.84107234 0.51933033 3.57687179],[0.99448943 0.98073707 0.97632573],[0.99821718 0.99990522 0.99982997],[0.99999973 0.99999969 0.99997828],[0.99817428 0.99286266 0.78235645],[0.46215235 0.63948886 0.85674279],[0.99999953 0.99999993 0.99988472],[0.99999908 0.99999933 0.99996876],[0.99958832 0.99919193 0.99858257],[0.99999953 0.99999993 0.99988472],[0.99995319 0.99999778 0.99817582],[19.55040599 14.15388149 12.88562951],[24.46718871 37.21473433 33.65248281],[62.45495269 60.92346581 42.62120702],[23.6195943  17.03722621  0.03900401],[-3.19899826  0.01003814  4.69040435],[58.48018297 67.01875544 35.72925237],[55.710511   57.78077698 41.42429986],[30.59696291 27.69220433 24.13554947],[58.48018297 67.01875544 35.72925237],[38.56977512 52.7405917  24.22292912]
